"RuleID","Description","StartLine","EndLine","StartColumn","EndColumn","Match","Secret","File","SymlinkFile","Commit","Link","Entropy","Author","Email","Date","Message","Tags","Fingerprint"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","14","14","27","69","Key: NRII-abcdef1234567890abcdef1234567890 ","NRII-abcdef1234567890abcdef1234567890","Mongo-web/Views/Home/Index.cshtml","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/Views/Home/Index.cshtml#L14","4.2905345","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/Views/Home/Index.cshtml:generic-api-key:14"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","2","2","17","52","KEY: AIzaSyDUMMYKEY1234567890abcdef ","AIzaSyDUMMYKEY1234567890abcdef","Mongo-web/wwwroot/css/site.css","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/wwwroot/css/site.css#L2","4.7068906","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/wwwroot/css/site.css:generic-api-key:2"
"stripe-access-token","Found a Stripe Access Token, posing a risk to payment processing services and sensitive financial data.","22","22","22","69","sk_live_51HqJ8KLkjKJHGFDShjkgfds8790HJKGFhjkgfd""","sk_live_51HqJ8KLkjKJHGFDShjkgfds8790HJKGFhjkgfd","Mongo.Services.CouponApi/Program.cs","","6237385147fba11be74934e94c5cd34cde87da2b","https://github.com/Shekharjadi/Mongo/blob/6237385147fba11be74934e94c5cd34cde87da2b/Mongo.Services.CouponApi/Program.cs#L22","4.596726","Mande P","mande20252025@outlook.com","2025-12-06T08:44:20Z","added secretes in controller program.cs and launchsettin.json and appsetting.json files","System.Object[]","6237385147fba11be74934e94c5cd34cde87da2b:Mongo.Services.CouponApi/Program.cs:stripe-access-token:22"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","10","10","31","76","API_KEY = ""API_KEY_1234567890abcdef9999999999""","API_KEY_1234567890abcdef9999999999","Mongo.Services.CouponApi/Controllers/SecretController.cs","","6237385147fba11be74934e94c5cd34cde87da2b","https://github.com/Shekharjadi/Mongo/blob/6237385147fba11be74934e94c5cd34cde87da2b/Mongo.Services.CouponApi/Controllers/SecretController.cs#L10","3.9094114","Mande P","mande20252025@outlook.com","2025-12-06T08:44:20Z","added secretes in controller program.cs and launchsettin.json and appsetting.json files","System.Object[]","6237385147fba11be74934e94c5cd34cde87da2b:Mongo.Services.CouponApi/Controllers/SecretController.cs:generic-api-key:10"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","11","11","31","80","JWT_SECRET = ""JWT_SECRET_xxyyzz112233445566778899""","JWT_SECRET_xxyyzz112233445566778899","Mongo.Services.CouponApi/Controllers/SecretController.cs","","6237385147fba11be74934e94c5cd34cde87da2b","https://github.com/Shekharjadi/Mongo/blob/6237385147fba11be74934e94c5cd34cde87da2b/Mongo.Services.CouponApi/Controllers/SecretController.cs#L11","4.27214","Mande P","mande20252025@outlook.com","2025-12-06T08:44:20Z","added secretes in controller program.cs and launchsettin.json and appsetting.json files","System.Object[]","6237385147fba11be74934e94c5cd34cde87da2b:Mongo.Services.CouponApi/Controllers/SecretController.cs:generic-api-key:11"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","27","27","7","58","TwilioAuthToken"": ""1234567890abcdef1234567890abcdef""","1234567890abcdef1234567890abcdef","Mongo.Services.CouponApi/appsettings.json","","6237385147fba11be74934e94c5cd34cde87da2b","https://github.com/Shekharjadi/Mongo/blob/6237385147fba11be74934e94c5cd34cde87da2b/Mongo.Services.CouponApi/appsettings.json#L27","4","Mande P","mande20252025@outlook.com","2025-12-06T08:44:20Z","added secretes in controller program.cs and launchsettin.json and appsetting.json files","System.Object[]","6237385147fba11be74934e94c5cd34cde87da2b:Mongo.Services.CouponApi/appsettings.json:generic-api-key:27"
"private-key","Identified a Private Key, which may compromise cryptographic security and sensitive data encryption.","51","52","24","48","-----BEGIN PRIVATE KEY-----\nMIICdQIBADANBgkqhkiGFAKEKEY...AAAAAA\n-----END PRIVATE KEY-----"",
    ""PublicRSAKey"": ""-----BEGIN PUBLIC KEY-----","-----BEGIN PRIVATE KEY-----\nMIICdQIBADANBgkqhkiGFAKEKEY...AAAAAA\n-----END PRIVATE KEY-----"",
    ""PublicRSAKey"": ""-----BEGIN PUBLIC KEY-----","Mongo.Services.CouponApi/appsettings.json","","6237385147fba11be74934e94c5cd34cde87da2b","https://github.com/Shekharjadi/Mongo/blob/6237385147fba11be74934e94c5cd34cde87da2b/Mongo.Services.CouponApi/appsettings.json#L51-L52","4.509723","Mande P","mande20252025@outlook.com","2025-12-06T08:44:20Z","added secretes in controller program.cs and launchsettin.json and appsetting.json files","System.Object[]","6237385147fba11be74934e94c5cd34cde87da2b:Mongo.Services.CouponApi/appsettings.json:private-key:51"
"private-key","Identified a Private Key, which may compromise cryptographic security and sensitive data encryption.","39","40","24","48","-----BEGIN PRIVATE KEY-----\nMIICdQIBADANBgkqhkiGFAKEKEY...AAAAAA\n-----END PRIVATE KEY-----"",
    ""PublicRSAKey"": ""-----BEGIN PUBLIC KEY-----","-----BEGIN PRIVATE KEY-----\nMIICdQIBADANBgkqhkiGFAKEKEY...AAAAAA\n-----END PRIVATE KEY-----"",
    ""PublicRSAKey"": ""-----BEGIN PUBLIC KEY-----","Mongo-web/appsettings.json","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/appsettings.json#L39-L40","4.509723","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/appsettings.json:private-key:39"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","21","21","7","70","JwtSigningKey"": ""jwt-signing-key-112233445566778899AABBCCDDEEFF""","jwt-signing-key-112233445566778899AABBCCDDEEFF","Mongo-web/appsettings.json","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/appsettings.json#L21","4.637586","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/appsettings.json:generic-api-key:21"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","25","25","7","58","TwilioAuthToken"": ""1234567890abcdef1234567890abcdef""","1234567890abcdef1234567890abcdef","Mongo-web/appsettings.json","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/appsettings.json#L25","4","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/appsettings.json:generic-api-key:25"
"generic-api-key","Detected a Generic API Key, potentially exposing access to various services and sensitive operations.","53","53","9","68","SquareSecret"": ""sq0cgp-abcdefghijklmnopqrstuvxyz-1234567890""","sq0cgp-abcdefghijklmnopqrstuvxyz-1234567890","Mongo-web/appsettings.json","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/appsettings.json#L53","5.100683","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/appsettings.json:generic-api-key:53"
"facebook-secret","Discovered a Facebook Application secret, posing a risk of unauthorized access to Facebook accounts and personal data exposure.","47","47","9","59","FacebookSecret"": ""1234567890abcdef1234567890abcdef""","1234567890abcdef1234567890abcdef","Mongo-web/appsettings.json","","3eb686cd9c518b24899a2239ef7e46365bf521d5","https://github.com/Shekharjadi/Mongo/blob/3eb686cd9c518b24899a2239ef7e46365bf521d5/Mongo-web/appsettings.json#L47","4","Mande P","mande20252025@outlook.com","2025-12-06T09:25:39Z","added secretes in controllers, configuration files, environment files, views, JavaScript, CSS,  and miscellaneous text files","System.Object[]","3eb686cd9c518b24899a2239ef7e46365bf521d5:Mongo-web/appsettings.json:facebook-secret:47"
"stripe-access-token","Found a Stripe Access Token, posing a risk to payment processing services and sensitive financial data.","18","18","20","127","sk_test_51N0q64E7mY7MSZUFJKItKJDWxT5Fy3jaCO3B2uJKp0wjkFxNU4CrBIHiielvJiYByyhXqoljZ3ugcuy5YLccGbuS00X5CfSr6k""","sk_test_51N0q64E7mY7MSZUFJKItKJDWxT5Fy3jaCO3B2uJKp0wjkFxNU4CrBIHiielvJiYByyhXqoljZ3ugcuy5YLccGbuS00X5CfSr6k","Mongo.Services.CouponApi/appsettings.json","","fe30ca0fe4b0821ffaa7d5c044232bd77e250674","https://github.com/Shekharjadi/Mongo/blob/fe30ca0fe4b0821ffaa7d5c044232bd77e250674/Mongo.Services.CouponApi/appsettings.json#L18","5.554003","Mande P","mande20252025@outlook.com","2025-12-05T06:25:34Z","added secretes","System.Object[]","fe30ca0fe4b0821ffaa7d5c044232bd77e250674:Mongo.Services.CouponApi/appsettings.json:stripe-access-token:18"
